person_id,person_type,activity_id,context,role,years_involved,recognition_level
L2022-10094,Alum,ACT-01,Undergraduate,Member,3,Regional
L2022-10094,Alum,ACT-22,Undergraduate,Officer,3,None
L2023-10095,Alum,ACT-12,High School,President,2,School
L2023-10095,Alum,ACT-15,High School,Officer,3,None
L2023-10095,Alum,ACT-21,High School,President,3,Regional
L2023-10095,Alum,ACT-07,Undergraduate,Member,2,School
L2024-10096,Alum,ACT-12,High School,Member,1,None
L2024-10096,Alum,ACT-14,High School,Captain,1,School
L2024-10096,Alum,ACT-23,High School,Member,4,Regional
L2024-10096,Alum,ACT-31,High School,Founder,4,School
L2024-10096,Alum,ACT-13,High School,Member,4,State
L2024-10096,Alum,ACT-12,Undergraduate,Member,3,None
L2024-10096,Alum,ACT-23,Undergraduate,Member,2,None
L2025-10097,Alum,ACT-17,High School,Officer,2,School
L2025-10097,Alum,ACT-06,High School,Member,2,Regional
L2025-10097,Alum,ACT-12,High School,Member,1,None
L2025-10097,Alum,ACT-12,Undergraduate,Officer,3,None
L2025-10097,Alum,ACT-08,Undergraduate,Member,2,None
L2025-10097,Alum,ACT-27,Undergraduate,Captain,3,School
L2019-10098,Alum,ACT-10,High School,Member,1,None
L2019-10098,Alum,ACT-15,High School,Member,2,School
L2019-10098,Alum,ACT-12,High School,Member,2,None
L2019-10098,Alum,ACT-23,High School,Member,3,Regional
L2019-10098,Alum,ACT-17,High School,Officer,3,School
L2019-10098,Alum,ACT-29,High School,Member,3,None
L2019-10098,Alum,ACT-10,Undergraduate,Member,2,School
L2020-10099,Alum,ACT-17,High School,Member,1,School
L2020-10099,Alum,ACT-23,High School,Member,2,None
L2020-10099,Alum,ACT-09,High School,Member,3,None
L2020-10099,Alum,ACT-01,High School,Officer,4,None
L2020-10099,Alum,ACT-12,High School,Member,1,None
L2020-10099,Alum,ACT-01,Undergraduate,Member,3,School
L2020-10099,Alum,ACT-47,Undergraduate,Captain,3,None
L2021-10100,Alum,ACT-21,High School,Member,1,Regional
L2021-10100,Alum,ACT-17,High School,Member,2,None
L2021-10100,Alum,ACT-13,High School,Member,3,None
L2021-10100,Alum,ACT-03,High School,Member,3,None
L2021-10100,Alum,ACT-23,High School,President,1,None
L2021-10100,Alum,ACT-16,Undergraduate,Member,3,School
L2021-10100,Alum,ACT-04,Undergraduate,Officer,1,Regional
L2021-10100,Alum,ACT-08,Undergraduate,Officer,1,None
L2021-10100,Alum,ACT-41,Undergraduate,Member,3,School
L2022-10101,Alum,ACT-04,High School,Member,3,State
L2022-10101,Alum,ACT-09,High School,Officer,3,None
L2022-10101,Alum,ACT-12,High School,Member,2,School
L2022-10101,Alum,ACT-20,High School,Captain,3,None
L2022-10101,Alum,ACT-30,High School,Member,2,None
L2022-10101,Alum,ACT-27,Undergraduate,Member,1,State
L2022-10101,Alum,ACT-12,Undergraduate,Member,2,None
L2023-10102,Alum,ACT-12,High School,President,3,School
L2023-10102,Alum,ACT-20,High School,Member,3,None
L2023-10102,Alum,ACT-19,High School,Captain,3,State
L2023-10102,Alum,ACT-28,High School,President,4,School
L2023-10102,Alum,ACT-04,High School,Member,4,None
L2023-10102,Alum,ACT-08,Undergraduate,President,2,None
L2023-10102,Alum,ACT-07,Undergraduate,Member,1,Regional
L2024-10103,Alum,ACT-01,High School,Member,3,State
L2024-10103,Alum,ACT-03,High School,Member,2,None
L2024-10103,Alum,ACT-25,High School,Member,1,National
L2024-10103,Alum,ACT-06,High School,Captain,2,None
L2024-10103,Alum,ACT-12,High School,Member,1,School
L2024-10103,Alum,ACT-05,Undergraduate,Member,2,None
L2024-10103,Alum,ACT-11,Undergraduate,Member,4,School
L2025-10104,Alum,ACT-05,High School,Captain,3,School
L2025-10104,Alum,ACT-23,High School,Officer,2,None
L2025-10104,Alum,ACT-19,High School,President,4,School
L2025-10104,Alum,ACT-12,High School,Founder,3,None
L2025-10104,Alum,ACT-08,Undergraduate,Founder,3,None
L2025-10104,Alum,ACT-14,Undergraduate,President,2,None
L2019-10105,Alum,ACT-21,High School,Officer,2,None
L2019-10105,Alum,ACT-12,High School,Officer,3,None
L2019-10105,Alum,ACT-16,High School,Captain,3,None
L2019-10105,Alum,ACT-11,High School,Member,2,None
L2019-10105,Alum,ACT-25,Undergraduate,Member,3,Regional
L2020-10106,Alum,ACT-14,High School,Member,1,None
L2020-10106,Alum,ACT-21,High School,Member,1,School
L2020-10106,Alum,ACT-02,High School,Member,1,None
L2020-10106,Alum,ACT-23,High School,Member,2,None
L2020-10106,Alum,ACT-04,High School,Member,4,None
L2020-10106,Alum,ACT-31,Undergraduate,Officer,4,None
L2020-10106,Alum,ACT-23,Undergraduate,Officer,4,None
L2020-10106,Alum,ACT-15,Undergraduate,President,3,None
L2021-10107,Alum,ACT-14,High School,Member,2,None
L2021-10107,Alum,ACT-27,High School,Officer,3,None
L2021-10107,Alum,ACT-01,High School,Officer,3,None
L2021-10107,Alum,ACT-12,High School,Member,2,School
L2021-10107,Alum,ACT-25,High School,Officer,4,State
L2021-10107,Alum,ACT-23,Undergraduate,Member,4,School
L2021-10107,Alum,ACT-03,Undergraduate,Member,2,School
L2021-10107,Alum,ACT-47,Undergraduate,Captain,3,None
L2022-10108,Alum,ACT-06,High School,Captain,3,State
L2022-10108,Alum,ACT-23,High School,Member,2,School
L2022-10108,Alum,ACT-13,High School,Officer,4,None
L2022-10108,Alum,ACT-18,High School,Officer,1,None
L2022-10108,Alum,ACT-12,High School,Member,1,None
L2022-10108,Alum,ACT-12,Undergraduate,Officer,2,None
L2022-10108,Alum,ACT-15,Undergraduate,Officer,3,None
L2022-10108,Alum,ACT-20,Undergraduate,Officer,3,School
L2023-10109,Alum,ACT-15,High School,Member,1,Regional
L2023-10109,Alum,ACT-19,High School,Member,3,None
L2023-10109,Alum,ACT-24,High School,Member,3,School
L2023-10109,Alum,ACT-09,Undergraduate,Officer,1,State
L2024-10110,Alum,ACT-05,High School,Member,2,State
L2024-10110,Alum,ACT-27,High School,Member,4,School
L2024-10110,Alum,ACT-12,High School,Officer,3,None
L2024-10110,Alum,ACT-19,High School,Officer,2,None
L2024-10110,Alum,ACT-15,High School,Member,4,State
L2024-10110,Alum,ACT-08,High School,Officer,3,None
L2024-10110,Alum,ACT-23,Undergraduate,Member,3,None
L2025-10111,Alum,ACT-15,High School,Founder,3,None
L2025-10111,Alum,ACT-07,High School,Captain,2,None
L2025-10111,Alum,ACT-12,High School,Officer,2,School
L2025-10111,Alum,ACT-22,High School,Member,1,None
L2025-10111,Alum,ACT-06,High School,Officer,3,School
L2025-10111,Alum,ACT-23,High School,Member,1,None
L2025-10111,Alum,ACT-15,Undergraduate,President,1,None
L2025-10111,Alum,ACT-19,Undergraduate,Member,3,None
L2025-10111,Alum,ACT-30,Undergraduate,Founder,4,None
L2019-10112,Alum,ACT-15,High School,Member,1,School
L2019-10112,Alum,ACT-14,High School,Member,1,State
L2019-10112,Alum,ACT-16,High School,Officer,4,School
L2019-10112,Alum,ACT-12,High School,Member,1,School
L2019-10112,Alum,ACT-12,Undergraduate,Member,1,State
L2019-10112,Alum,ACT-05,Undergraduate,Member,2,School
L2020-10113,Alum,ACT-01,High School,Member,1,School
L2020-10113,Alum,ACT-21,High School,Member,1,None
L2020-10113,Alum,ACT-23,High School,Officer,1,State
L2020-10113,Alum,ACT-06,High School,Member,2,None
L2020-10113,Alum,ACT-08,Undergraduate,Member,2,School
L2021-10114,Alum,ACT-20,High School,Member,4,None
L2021-10114,Alum,ACT-06,High School,Member,2,School
L2021-10114,Alum,ACT-12,High School,Member,3,School
L2021-10114,Alum,ACT-17,High School,Founder,3,Regional
L2021-10114,Alum,ACT-12,Undergraduate,Captain,1,Regional
L2021-10114,Alum,ACT-15,Undergraduate,Member,2,None
L2021-10114,Alum,ACT-39,Undergraduate,Member,1,None
L2022-10115,Alum,ACT-15,High School,Member,4,None
L2022-10115,Alum,ACT-06,High School,Member,3,None
L2022-10115,Alum,ACT-09,High School,Member,3,None
L2022-10115,Alum,ACT-31,High School,Member,4,None
L2022-10115,Alum,ACT-26,Undergraduate,Member,3,School
L2022-10115,Alum,ACT-12,Undergraduate,Officer,4,School
L2023-10116,Alum,ACT-21,High School,Officer,4,None
L2023-10116,Alum,ACT-04,High School,Founder,2,Regional
L2023-10116,Alum,ACT-01,High School,Member,4,Regional
L2023-10116,Alum,ACT-02,High School,Member,4,Regional
L2023-10116,Alum,ACT-22,Undergraduate,Member,2,None
L2024-10117,Alum,ACT-18,High School,Officer,3,None
L2024-10117,Alum,ACT-29,High School,Member,1,School
L2024-10117,Alum,ACT-21,High School,Member,3,None
L2024-10117,Alum,ACT-23,High School,Member,3,None
L2024-10117,Alum,ACT-05,Undergraduate,Captain,1,State
L2025-10118,Alum,ACT-05,High School,Member,1,School
L2025-10118,Alum,ACT-11,High School,Member,3,None
L2025-10118,Alum,ACT-08,High School,Member,2,None
L2025-10118,Alum,ACT-12,High School,Member,3,None
L2025-10118,Alum,ACT-17,Undergraduate,Captain,2,None
L2025-10118,Alum,ACT-08,Undergraduate,Member,4,None
L2019-10119,Alum,ACT-21,High School,Member,3,None
L2019-10119,Alum,ACT-15,High School,Member,4,Regional
L2019-10119,Alum,ACT-31,High School,Member,4,None
L2019-10119,Alum,ACT-12,High School,Member,1,None
L2019-10119,Alum,ACT-06,High School,Member,1,None
L2019-10119,Alum,ACT-06,Undergraduate,Founder,3,National
L2019-10119,Alum,ACT-12,Undergraduate,Member,3,Regional
L2019-10119,Alum,ACT-18,Undergraduate,Officer,2,None
L2020-10120,Alum,ACT-13,High School,Member,4,School
L2020-10120,Alum,ACT-12,High School,Member,4,None
L2020-10120,Alum,ACT-08,High School,Member,1,School
L2020-10120,Alum,ACT-06,High School,Member,3,Regional
L2020-10120,Alum,ACT-05,High School,Captain,2,None
L2020-10120,Alum,ACT-12,Undergraduate,Captain,3,Regional
L2020-10120,Alum,ACT-04,Undergraduate,Officer,4,None
L2021-10121,Alum,ACT-17,High School,Member,4,School
L2021-10121,Alum,ACT-15,High School,Officer,4,School
L2021-10121,Alum,ACT-23,High School,Member,2,School
L2021-10121,Alum,ACT-09,Undergraduate,Officer,2,School
L2021-10121,Alum,ACT-23,Undergraduate,Founder,3,School
L2022-10122,Alum,ACT-11,High School,Member,3,State
L2022-10122,Alum,ACT-14,High School,Member,1,None
L2022-10122,Alum,ACT-02,High School,Member,1,None
L2022-10122,Alum,ACT-12,High School,Member,4,None
L2022-10122,Alum,ACT-15,High School,President,2,None
L2022-10122,Alum,ACT-23,Undergraduate,Captain,2,None
L2023-10123,Alum,ACT-31,High School,Member,2,School
L2023-10123,Alum,ACT-12,High School,Member,3,School
L2023-10123,Alum,ACT-07,High School,Officer,4,School
L2023-10123,Alum,ACT-11,High School,Member,1,None
L2023-10123,Alum,ACT-06,Undergraduate,Member,4,Regional
L2023-10123,Alum,ACT-14,Undergraduate,Member,2,None
L2023-10123,Alum,ACT-31,Undergraduate,Captain,4,None
L2024-10124,Alum,ACT-11,High School,Officer,1,State
L2024-10124,Alum,ACT-07,High School,Member,1,School
L2024-10124,Alum,ACT-17,High School,President,1,National
L2024-10124,Alum,ACT-12,High School,Member,4,School
L2024-10124,Alum,ACT-08,High School,Officer,4,None
L2024-10124,Alum,ACT-06,High School,Member,4,None
L2024-10124,Alum,ACT-13,Undergraduate,Officer,3,School
L2024-10124,Alum,ACT-15,Undergraduate,Officer,4,None
L2024-10124,Alum,ACT-05,Undergraduate,Officer,1,None
L2025-10125,Alum,ACT-13,High School,Member,3,School
L2025-10125,Alum,ACT-06,High School,Member,4,National
L2025-10125,Alum,ACT-07,High School,Member,3,School
L2025-10125,Alum,ACT-23,High School,Member,2,Regional
L2025-10125,Alum,ACT-01,High School,Captain,4,None
L2025-10125,Alum,ACT-03,Undergraduate,Officer,3,None
L2025-10125,Alum,ACT-01,Undergraduate,Member,2,None
L2019-10126,Alum,ACT-18,High School,Officer,2,None
L2019-10126,Alum,ACT-29,High School,Captain,1,None
L2019-10126,Alum,ACT-12,High School,Member,2,None
L2019-10126,Alum,ACT-24,High School,Member,3,School
L2019-10126,Alum,ACT-15,Undergraduate,Member,4,School
L2019-10126,Alum,ACT-08,Undergraduate,Officer,4,None
L2020-10127,Alum,ACT-15,High School,Officer,3,Regional
L2020-10127,Alum,ACT-12,High School,Member,3,None
L2020-10127,Alum,ACT-03,High School,Captain,3,State
L2020-10127,Alum,ACT-23,High School,Founder,2,None
L2020-10127,Alum,ACT-24,Undergraduate,Officer,3,School
L2020-10127,Alum,ACT-19,Undergraduate,Officer,3,Regional
L2021-10128,Alum,ACT-15,High School,Member,4,None
L2021-10128,Alum,ACT-14,High School,Member,3,None
L2021-10128,Alum,ACT-12,High School,Member,2,None
L2021-10128,Alum,ACT-13,High School,Founder,1,State
L2021-10128,Alum,ACT-23,Undergraduate,Officer,4,State
L2021-10128,Alum,ACT-21,Undergraduate,Officer,3,Regional
L2021-10128,Alum,ACT-04,Undergraduate,Member,4,State
L2022-10129,Alum,ACT-01,High School,Officer,2,None
L2022-10129,Alum,ACT-23,High School,Member,1,None
L2022-10129,Alum,ACT-26,High School,Officer,3,School
L2022-10129,Alum,ACT-31,High School,Officer,1,None
L2022-10129,Alum,ACT-12,Undergraduate,Captain,2,None
L2022-10129,Alum,ACT-05,Undergraduate,Officer,3,School
L2022-10129,Alum,ACT-23,Undergraduate,Member,2,None
L2022-10129,Alum,ACT-42,Undergraduate,Member,2,State
L2023-10130,Alum,ACT-23,High School,Member,4,None
L2023-10130,Alum,ACT-01,High School,Member,4,State
L2023-10130,Alum,ACT-06,High School,Officer,4,None
L2023-10130,Alum,ACT-12,High School,Member,2,Regional
L2023-10130,Alum,ACT-25,High School,Member,1,State
L2023-10130,Alum,ACT-19,Undergraduate,Member,3,None
L2024-10131,Alum,ACT-15,High School,Member,2,None
L2024-10131,Alum,ACT-30,High School,Officer,4,None
L2024-10131,Alum,ACT-12,High School,Member,2,None
L2024-10131,Alum,ACT-06,High School,Captain,2,None
L2024-10131,Alum,ACT-24,High School,Member,2,Regional
L2024-10131,Alum,ACT-01,Undergraduate,Member,2,National
L2025-10132,Alum,ACT-06,High School,Officer,2,School
L2025-10132,Alum,ACT-21,High School,Member,3,None
L2025-10132,Alum,ACT-15,High School,Captain,2,School
L2025-10132,Alum,ACT-23,Undergraduate,Member,2,School
L2025-10132,Alum,ACT-11,Undergraduate,Founder,3,School
L2025-10132,Alum,ACT-08,Undergraduate,Member,1,State
L2019-10133,Alum,ACT-29,High School,Member,2,National
L2019-10133,Alum,ACT-23,High School,Member,4,Regional
L2019-10133,Alum,ACT-17,High School,Member,4,School
L2019-10133,Alum,ACT-12,High School,Member,1,None
L2019-10133,Alum,ACT-12,Undergraduate,Member,1,None
L2020-10134,Alum,ACT-08,High School,Officer,2,None
L2020-10134,Alum,ACT-07,High School,Member,1,None
L2020-10134,Alum,ACT-06,High School,Member,1,School
L2020-10134,Alum,ACT-05,Undergraduate,Member,2,State
L2021-10135,Alum,ACT-01,High School,President,2,None
L2021-10135,Alum,ACT-08,High School,Captain,1,School
L2021-10135,Alum,ACT-11,High School,Member,2,None
L2021-10135,Alum,ACT-09,Undergraduate,Member,1,Regional
L2022-10136,Alum,ACT-14,High School,Member,1,National
L2022-10136,Alum,ACT-21,High School,Member,2,None
L2022-10136,Alum,ACT-12,High School,Member,1,None
L2022-10136,Alum,ACT-17,High School,Member,2,None
L2022-10136,Alum,ACT-16,High School,Member,3,Regional
L2022-10136,Alum,ACT-23,Undergraduate,Member,2,School
L2023-10137,Alum,ACT-03,High School,Member,1,School
L2023-10137,Alum,ACT-13,High School,Member,1,None
L2023-10137,Alum,ACT-04,High School,Member,1,Regional
L2023-10137,Alum,ACT-23,High School,Member,3,None
L2023-10137,Alum,ACT-03,Undergraduate,Officer,1,State
L2024-10138,Alum,ACT-25,High School,Member,1,Regional
L2024-10138,Alum,ACT-15,High School,Member,3,School
L2024-10138,Alum,ACT-02,High School,Member,4,None
L2024-10138,Alum,ACT-14,High School,Officer,3,None
L2024-10138,Alum,ACT-21,High School,Member,3,None
L2024-10138,Alum,ACT-05,Undergraduate,Officer,3,State
L2025-10139,Alum,ACT-15,High School,Officer,4,National
L2025-10139,Alum,ACT-20,High School,Member,4,None
L2025-10139,Alum,ACT-27,High School,Member,1,None
L2025-10139,Alum,ACT-06,High School,Captain,1,State
L2025-10139,Alum,ACT-01,Undergraduate,Captain,1,Regional
L2025-10139,Alum,ACT-15,Undergraduate,Member,2,None
L2019-10140,Alum,ACT-12,High School,Member,4,State
L2019-10140,Alum,ACT-26,High School,Member,1,School
L2019-10140,Alum,ACT-27,High School,Member,3,Regional
L2019-10140,Alum,ACT-03,High School,Member,1,None
L2019-10140,Alum,ACT-05,Undergraduate,Member,3,Regional
L2019-10140,Alum,ACT-12,Undergraduate,Founder,2,School
L2019-10140,Alum,ACT-15,Undergraduate,Member,1,State
L2020-10141,Alum,ACT-15,High School,Captain,2,Regional
L2020-10141,Alum,ACT-12,High School,Member,1,None
L2020-10141,Alum,ACT-23,High School,Officer,4,None
L2020-10141,Alum,ACT-12,Undergraduate,Member,2,None
L2020-10141,Alum,ACT-08,Undergraduate,Officer,4,None
L2020-10141,Alum,ACT-23,Undergraduate,Member,2,Regional
L2021-10142,Alum,ACT-05,High School,Member,3,None
L2021-10142,Alum,ACT-23,High School,Member,4,Regional
L2021-10142,Alum,ACT-12,High School,Member,1,School
L2021-10142,Alum,ACT-19,High School,Member,2,Regional
L2021-10142,Alum,ACT-16,High School,Officer,4,None
L2021-10142,Alum,ACT-13,Undergraduate,Member,2,Regional
L2022-10143,Alum,ACT-12,High School,Officer,1,National
L2022-10143,Alum,ACT-31,High School,Officer,4,Regional
L2022-10143,Alum,ACT-10,High School,Member,3,None
L2022-10143,Alum,ACT-23,High School,Founder,2,Regional
L2022-10143,Alum,ACT-01,Undergraduate,Captain,2,None
L2022-10143,Alum,ACT-15,Undergraduate,Officer,3,Regional
L2022-10143,Alum,ACT-21,Undergraduate,President,2,None
L2023-10144,Alum,ACT-05,High School,Member,4,None
L2023-10144,Alum,ACT-23,High School,Member,2,None
L2023-10144,Alum,ACT-12,High School,Officer,2,None
L2023-10144,Alum,ACT-11,High School,Officer,3,None
L2023-10144,Alum,ACT-14,High School,Member,3,State
L2023-10144,Alum,ACT-12,Undergraduate,Member,2,None
L2023-10144,Alum,ACT-23,Undergraduate,Member,4,None
L2023-10144,Alum,ACT-15,Undergraduate,Officer,2,None
L2024-10145,Alum,ACT-16,High School,Member,2,None
L2024-10145,Alum,ACT-20,High School,Officer,1,None
L2024-10145,Alum,ACT-23,High School,Member,4,School
L2024-10145,Alum,ACT-15,Undergraduate,Member,3,Regional
L2024-10145,Alum,ACT-23,Undergraduate,Member,3,None
L2025-10146,Alum,ACT-25,High School,Member,3,None
L2025-10146,Alum,ACT-23,High School,Officer,4,None
L2025-10146,Alum,ACT-07,High School,Member,2,None
L2025-10146,Alum,ACT-12,High School,Officer,1,None
L2025-10146,Alum,ACT-01,High School,Member,3,State
L2025-10146,Alum,ACT-31,Undergraduate,Member,2,None
L2025-10146,Alum,ACT-15,Undergraduate,Member,4,None
L2019-10147,Alum,ACT-13,High School,Member,3,State
L2019-10147,Alum,ACT-23,High School,President,1,Regional
L2019-10147,Alum,ACT-09,High School,Member,3,None
L2019-10147,Alum,ACT-04,Undergraduate,Officer,2,None
L2019-10147,Alum,ACT-12,Undergraduate,Member,2,None
L2019-10147,Alum,ACT-01,Undergraduate,Member,3,None
L2019-10147,Alum,ACT-39,Undergraduate,Member,3,None
L2020-10148,Alum,ACT-19,High School,Captain,3,None
L2020-10148,Alum,ACT-23,High School,Member,1,State
L2020-10148,Alum,ACT-12,High School,Member,1,Regional
L2020-10148,Alum,ACT-12,Undergraduate,Member,3,None
L2021-10149,Alum,ACT-05,High School,Officer,2,None
L2021-10149,Alum,ACT-23,High School,Officer,1,School
L2021-10149,Alum,ACT-10,High School,Member,4,School
L2021-10149,Alum,ACT-12,Undergraduate,Founder,4,None
L2021-10149,Alum,ACT-21,Undergraduate,Member,3,School
L2022-10150,Alum,ACT-15,High School,Member,2,None
L2022-10150,Alum,ACT-12,High School,Member,3,None
L2022-10150,Alum,ACT-31,High School,Officer,3,None
L2022-10150,Alum,ACT-23,High School,Member,4,None
L2022-10150,Alum,ACT-08,High School,Officer,3,School
L2022-10150,Alum,ACT-12,Undergraduate,Officer,1,Regional
L2023-10151,Alum,ACT-05,High School,Founder,1,None
L2023-10151,Alum,ACT-23,High School,Officer,4,School
L2023-10151,Alum,ACT-11,High School,Officer,2,Regional
L2023-10151,Alum,ACT-20,High School,Member,1,None
L2023-10151,Alum,ACT-12,High School,Member,4,School
L2023-10151,Alum,ACT-24,Undergraduate,Member,1,School
L2023-10151,Alum,ACT-13,Undergraduate,Member,1,None
L2024-10152,Alum,ACT-23,High School,Member,2,State
L2024-10152,Alum,ACT-20,High School,Officer,1,None
L2024-10152,Alum,ACT-14,High School,Member,4,None
L2024-10152,Alum,ACT-12,High School,Member,4,None
L2024-10152,Alum,ACT-17,High School,Officer,3,National
L2024-10152,Alum,ACT-13,High School,Member,4,Regional
L2024-10152,Alum,ACT-07,Undergraduate,Officer,3,None
L2024-10152,Alum,ACT-11,Undergraduate,Member,3,School
L2025-10153,Alum,ACT-08,High School,Officer,1,Regional
L2025-10153,Alum,ACT-06,High School,Member,2,School
L2025-10153,Alum,ACT-11,High School,Member,4,Regional
L2025-10153,Alum,ACT-12,High School,Captain,1,Regional
L2025-10153,Alum,ACT-12,Undergraduate,Member,3,None
