alum_id,cohort_year,entry_academic_rating,entry_hs_gpa_recalc,entry_testing_policy,entry_sat_total,entry_region,entry_hs_type,entry_first_generation,entry_family_income_band,entry_institutional_aid,entry_intended_school,entry_intended_major,entry_athletic_recruit_sport,entry_demonstrated_interest_rating,final_school,final_major,first_year_gpa,final_cum_gpa,gpa_delta,retained_year2,graduated_4yr,graduated_6yr,academic_probation_ever,major_changes,leadership_roles_count,varsity_seasons,team_captain,honors_thesis,latin_honors,internships_count,study_abroad,postgrad_status_6mo,success_attainment,success_growth,success_completion,success_contribution,exemplar_flag,success_composite_tier
L2019-10518,2019,3,3.54,Test Optional,,Mid-Atlantic,Charter,Y,$150K - $249K,20700,College of Fine Arts,Graphic Design,,3,College of Fine Arts,Graphic Design,3.25,3.15,-0.10,Y,Y,Y,N,0,2,0,N,Y,N,2,Y,Graduate or professional school,0.66,0.3366,1.0,0.6364,N,Tier 2 - Strong
L2020-10519,2020,2,3.30,Test Optional,,Mid-Atlantic,Public,N,$100K - $149K,52400,College of Arts & Sciences,Sociology,,2,College of Arts & Sciences,Sociology,2.81,2.87,0.06,Y,Y,Y,N,0,0,0,N,N,N,2,N,Employed full-time,0.548,0.495,1.0,0.0,N,Tier 4 - Struggled
L2021-10520,2021,4,4.04,Submitted,1360,New England,Public,N,$60K - $99K,23300,College of Fine Arts,Music Performance,,3,College of Fine Arts,Studio Art,3.32,3.35,0.03,Y,Y,Y,N,0,2,0,N,N,N,1,N,Graduate or professional school,0.74,0.4653,1.0,0.3636,N,Tier 2 - Strong
L2022-10521,2022,5,4.03,Submitted,1450,Mid-Atlantic,Charter,N,Not Reported,29700,School of Nursing & Health,Exercise Science,,3,School of Nursing & Health,Exercise Science,3.37,3.50,0.13,Y,Y,Y,N,1,2,0,N,Y,N,3,N,Employed full-time,0.8,0.5644,1.0,0.6364,Y,Tier 1 - Thrived
L2023-10522,2023,3,3.72,Test Optional,,International,Charter,N,$150K - $249K,61200,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Undeclared,3.17,3.74,0.57,N,N,N,N,2,1,0,N,N,Y,3,N,Graduate or professional school,0.896,1.0,0.15,0.1818,N,Tier 3 - Solid
L2024-10523,2024,3,3.55,Submitted,1310,International,Public,Y,$100K - $149K,4500,College of Arts & Sciences,Neuroscience,,2,College of Arts & Sciences,Neuroscience,3.60,3.55,-0.05,Y,Y,Y,N,0,1,0,N,N,N,2,N,Employed full-time,0.82,0.3861,1.0,0.1818,N,Tier 3 - Solid
L2025-10524,2025,4,3.98,Submitted,1470,International,Charter,N,$30K - $59K,40700,College of Fine Arts,Graphic Design,,5,College of Fine Arts,Graphic Design,3.17,3.36,0.19,Y,Y,Y,N,0,1,0,N,N,N,2,Y,Unknown,0.744,0.6238,1.0,0.1818,N,Tier 2 - Strong
L2019-10525,2019,3,3.67,Submitted,1280,West,Public,N,$30K - $59K,27200,School of Nursing & Health,Health Administration,,4,School of Nursing & Health,Health Administration,2.91,3.24,0.33,N,N,N,N,0,2,0,N,N,N,1,N,Graduate or professional school,0.696,0.7624,0.15,0.3636,N,Tier 4 - Struggled
L2020-10526,2020,3,3.58,Test Optional,,International,Home School,N,$60K - $99K,31800,College of Arts & Sciences,Psychology,,3,College of Arts & Sciences,Psychology,2.50,2.64,0.14,Y,Y,Y,N,0,2,0,N,N,N,1,N,Employed full-time,0.456,0.5743,1.0,0.3636,N,Tier 3 - Solid
L2021-10527,2021,3,3.52,Submitted,1280,Mid-Atlantic,Public,N,$100K - $149K,13600,School of Engineering,Biomedical Engineering,,1,School of Engineering,Biomedical Engineering,2.44,2.37,-0.07,Y,N,N,N,3,2,0,N,N,N,2,Y,Employed full-time,0.348,0.3663,0.6,0.3636,N,Tier 4 - Struggled
L2022-10528,2022,4,3.98,Submitted,1400,Mid-Atlantic,Private - Independent,Y,$60K - $99K,49700,College of Arts & Sciences,Psychology,,3,College of Arts & Sciences,Political Science,2.92,3.12,0.20,Y,Y,Y,N,3,2,0,N,N,N,1,N,Graduate or professional school,0.648,0.6337,1.0,0.3636,N,Tier 2 - Strong
L2023-10529,2023,2,3.32,Submitted,1080,New England,Public,N,$30K - $59K,36100,College of Fine Arts,Theatre,,1,College of Fine Arts,Theatre,2.99,3.00,0.01,Y,Y,Y,N,2,0,0,N,Y,N,1,N,Employed full-time,0.6,0.4455,1.0,0.2727,N,Tier 3 - Solid
L2024-10530,2024,4,3.93,Test Optional,,Mid-Atlantic,Public,N,$100K - $149K,51800,College of Arts & Sciences,Sociology,,3,College of Arts & Sciences,Sociology,2.88,2.86,-0.02,Y,N,N,Y,1,1,0,N,N,N,2,N,Graduate or professional school,0.544,0.4158,0.45,0.1818,N,Tier 4 - Struggled
L2025-10531,2025,3,3.68,Submitted,1340,Mid-Atlantic,Public,N,$250K and above,21600,School of Business,Finance,,4,School of Business,Finance,3.02,3.36,0.34,Y,Y,Y,N,3,2,0,N,N,N,0,N,Seeking,0.744,0.7723,1.0,0.3636,Y,Tier 1 - Thrived
L2019-10532,2019,3,3.75,Test Optional,,New England,Public,N,$100K - $149K,15700,School of Nursing & Health,Exercise Science,,5,School of Nursing & Health,Exercise Science,2.87,3.04,0.17,Y,N,Y,N,1,0,0,N,Y,N,3,N,Graduate or professional school,0.616,0.604,0.6,0.2727,N,Tier 4 - Struggled
L2020-10533,2020,3,3.57,Test Optional,,Mid-Atlantic,Public,N,$250K and above,50500,School of Nursing & Health,Public Health,,5,School of Nursing & Health,Public Health,3.74,3.91,0.17,Y,N,Y,N,0,1,0,N,N,Y,2,N,Unknown,0.964,0.604,0.6,0.1818,N,Tier 3 - Solid
L2021-10534,2021,3,3.62,Submitted,1300,International,Public,N,$60K - $99K,42700,College of Arts & Sciences,Neuroscience,,4,College of Arts & Sciences,Sociology,2.66,2.85,0.19,Y,Y,Y,N,2,0,0,N,N,N,2,N,Fellowship,0.54,0.6238,1.0,0.0,N,Tier 3 - Solid
L2022-10535,2022,4,3.82,Submitted,1370,South,Public,N,$30K - $59K,1800,School of Nursing & Health,Exercise Science,,2,School of Nursing & Health,Exercise Science,3.43,3.78,0.35,Y,Y,Y,N,0,4,0,N,Y,Y,1,Y,Graduate or professional school,0.912,0.7822,1.0,1.0,Y,Tier 1 - Thrived
L2023-10536,2023,4,3.78,Test Optional,,Mid-Atlantic,Public,Y,Under $30K,52300,School of Nursing & Health,Nursing (BSN),,5,School of Nursing & Health,Health Administration,3.37,3.75,0.38,Y,Y,Y,N,2,2,0,N,Y,Y,1,N,Graduate or professional school,0.9,0.8119,1.0,0.6364,Y,Tier 1 - Thrived
L2024-10537,2024,4,3.85,Submitted,1390,West,Private - Independent,N,$100K - $149K,9300,College of Arts & Sciences,History,,2,College of Arts & Sciences,History,2.88,2.81,-0.07,Y,N,Y,N,2,2,0,N,N,N,0,N,Employed full-time,0.524,0.3663,0.6,0.3636,N,Tier 4 - Struggled
L2025-10538,2025,4,3.78,Test Optional,,Mid-Atlantic,Public,N,Under $30K,1900,College of Arts & Sciences,Communication,Volleyball,3,College of Arts & Sciences,Communication,3.51,3.87,0.36,Y,N,Y,N,0,0,3,Y,N,Y,1,N,Employed full-time,0.948,0.7921,0.6,0.2727,N,Tier 2 - Strong
L2019-10539,2019,3,3.34,Test Optional,,Southwest,Public,Y,$60K - $99K,9400,College of Arts & Sciences,Chemistry,,4,College of Arts & Sciences,Chemistry,2.97,2.81,-0.16,Y,Y,Y,Y,0,1,0,N,N,N,0,N,Employed full-time,0.524,0.2772,0.85,0.1818,N,Tier 4 - Struggled
L2020-10540,2020,4,3.84,Submitted,1340,Southwest,Public,Y,$150K - $249K,51300,School of Nursing & Health,Nursing (BSN),,2,School of Nursing & Health,Nursing (BSN),2.64,2.71,0.07,Y,Y,Y,N,0,3,0,N,N,N,2,N,Graduate or professional school,0.484,0.505,1.0,0.5455,N,Tier 2 - Strong
L2021-10541,2021,2,3.34,Test Optional,,Mid-Atlantic,Parochial,Y,$60K - $99K,6600,College of Arts & Sciences,Biology,,5,College of Arts & Sciences,Biology,3.00,3.26,0.26,Y,Y,Y,Y,0,1,0,N,N,N,3,Y,Graduate or professional school,0.704,0.6931,0.85,0.1818,N,Tier 3 - Solid
L2022-10542,2022,2,3.43,Test Optional,,New England,Charter,N,$150K - $249K,57800,College of Arts & Sciences,Environmental Science,,3,College of Arts & Sciences,Environmental Science,2.84,3.01,0.17,Y,Y,Y,N,1,1,0,N,N,N,1,N,Employed full-time,0.604,0.604,1.0,0.1818,N,Tier 3 - Solid
L2023-10543,2023,3,3.52,Test Optional,,New England,Public,N,$30K - $59K,15200,College of Arts & Sciences,Chemistry,,3,College of Arts & Sciences,Chemistry,3.17,3.28,0.11,Y,Y,Y,N,0,2,0,N,N,N,2,Y,Graduate or professional school,0.712,0.5446,1.0,0.3636,N,Tier 2 - Strong
L2024-10544,2024,3,3.66,Test Optional,,Midwest,Public,N,$100K - $149K,54100,School of Business,Marketing,,3,School of Business,Marketing,2.93,3.02,0.09,Y,Y,Y,Y,0,1,0,N,N,N,0,Y,Employed full-time,0.608,0.5248,0.85,0.1818,N,Tier 3 - Solid
L2025-10545,2025,3,3.52,Submitted,1270,South,Public,N,$150K - $249K,6400,College of Arts & Sciences,Economics,,4,College of Arts & Sciences,Economics,2.46,2.69,0.23,Y,Y,Y,N,1,0,0,N,N,N,2,N,Employed full-time,0.476,0.6634,1.0,0.0,N,Tier 3 - Solid
L2019-10546,2019,4,3.73,Test Optional,,International,Public,Y,$30K - $59K,18200,College of Arts & Sciences,Communication,,4,College of Arts & Sciences,Communication,3.11,3.54,0.43,Y,Y,Y,N,0,2,0,N,Y,N,1,N,Seeking,0.816,0.8614,1.0,0.6364,Y,Tier 1 - Thrived
L2020-10547,2020,4,3.94,Submitted,1390,Mid-Atlantic,Public,N,$150K - $249K,18700,College of Arts & Sciences,Psychology,,3,College of Arts & Sciences,Psychology,3.24,3.27,0.03,Y,Y,Y,N,3,0,0,N,N,N,1,Y,Employed full-time,0.708,0.4653,1.0,0.0,N,Tier 3 - Solid
L2021-10548,2021,3,3.59,Submitted,1180,Mid-Atlantic,Public,Y,$60K - $99K,12800,College of Fine Arts,Studio Art,,3,College of Fine Arts,Studio Art,3.49,3.95,0.46,Y,Y,Y,N,0,1,0,N,Y,Y,2,N,Employed full-time,0.98,0.8911,1.0,0.4545,Y,Tier 1 - Thrived
L2022-10549,2022,4,3.71,Submitted,1340,South,Public,N,$250K and above,9000,School of Nursing & Health,Exercise Science,,1,School of Nursing & Health,Exercise Science,2.83,2.72,-0.11,Y,Y,Y,N,0,2,0,N,N,N,1,N,Employed full-time,0.488,0.3267,1.0,0.3636,N,Tier 3 - Solid
L2023-10550,2023,3,3.55,Test Optional,,Mid-Atlantic,International School,N,$60K - $99K,13300,School of Engineering,Biomedical Engineering,,5,School of Engineering,Biomedical Engineering,3.58,3.50,-0.08,Y,Y,Y,N,0,4,0,N,Y,N,3,N,Employed full-time,0.8,0.3564,1.0,1.0,Y,Tier 1 - Thrived
L2024-10551,2024,4,3.81,Test Optional,,International,Parochial,Y,$60K - $99K,13300,College of Arts & Sciences,Political Science,,4,College of Arts & Sciences,Political Science,2.89,3.28,0.39,Y,Y,Y,N,0,1,0,N,N,N,2,N,Graduate or professional school,0.712,0.8218,1.0,0.1818,Y,Tier 2 - Strong
L2025-10552,2025,2,3.32,Test Optional,,Mid-Atlantic,Charter,Y,Under $30K,3400,College of Arts & Sciences,Biology,,2,College of Arts & Sciences,Biology,2.81,3.06,0.25,Y,Y,Y,N,1,0,0,N,N,N,3,N,Graduate or professional school,0.624,0.6832,1.0,0.0,N,Tier 3 - Solid
L2019-10553,2019,4,3.96,Submitted,1410,South,Public,N,$100K - $149K,49800,School of Business,Finance,Men's Soccer,3,School of Business,Management,4.00,4.00,0.00,Y,Y,Y,N,1,2,4,N,Y,Y,4,N,Seeking,1.0,0.4356,1.0,0.6364,Y,Tier 1 - Thrived
L2020-10554,2020,4,3.83,Submitted,1370,Midwest,Public,Y,$100K - $149K,17300,College of Arts & Sciences,Political Science,,4,College of Arts & Sciences,Political Science,3.31,3.73,0.42,Y,Y,Y,N,0,3,0,N,Y,Y,1,N,Employed full-time,0.892,0.8515,1.0,0.8182,Y,Tier 1 - Thrived
L2021-10555,2021,4,4.00,Test Optional,,Mid-Atlantic,Public,N,Not Reported,45900,College of Arts & Sciences,Chemistry,Rowing,3,College of Arts & Sciences,Chemistry,3.02,3.13,0.11,Y,Y,Y,N,0,1,1,N,N,N,1,N,Fellowship,0.652,0.5446,1.0,0.1818,N,Tier 3 - Solid
L2022-10556,2022,4,3.82,Submitted,1270,West,Public,Y,$30K - $59K,48300,School of Engineering,Computer Science,,3,School of Engineering,Computer Science,3.32,3.35,0.03,Y,Y,Y,Y,0,2,0,N,N,N,2,N,Seeking,0.74,0.4653,0.85,0.3636,N,Tier 3 - Solid
L2023-10557,2023,3,3.67,Submitted,1270,West,Public,N,$150K - $249K,59700,School of Business,Marketing,,1,School of Business,Marketing,3.04,3.16,0.12,Y,Y,Y,N,0,2,0,N,Y,N,1,N,Employed full-time,0.664,0.5545,1.0,0.6364,Y,Tier 2 - Strong
L2024-10558,2024,4,4.08,Test Optional,,South,Public,N,$150K - $249K,30300,School of Nursing & Health,Public Health,Golf,2,School of Nursing & Health,Public Health,3.23,3.58,0.35,Y,Y,Y,N,0,1,4,N,Y,N,2,N,Employed full-time,0.832,0.7822,1.0,0.4545,Y,Tier 1 - Thrived
L2025-10559,2025,4,3.68,Test Optional,,Mid-Atlantic,Charter,N,Under $30K,32000,School of Business,Accounting,,3,School of Business,Accounting,3.16,2.92,-0.24,Y,Y,Y,N,0,2,0,N,N,N,1,N,Employed full-time,0.568,0.198,1.0,0.3636,N,Tier 4 - Struggled
L2019-10560,2019,5,4.03,Test Optional,,New England,Public,Y,$150K - $249K,13100,School of Engineering,Computer Science,,2,School of Engineering,Computer Science,3.86,4.00,0.14,Y,Y,Y,N,0,2,0,N,N,N,3,N,Employed full-time,1.0,0.5743,1.0,0.3636,Y,Tier 1 - Thrived
L2020-10561,2020,3,3.51,Submitted,1210,West,Public,N,$60K - $99K,33500,School of Nursing & Health,Nursing (BSN),,3,School of Nursing & Health,Nursing (BSN),3.29,3.62,0.33,Y,Y,Y,N,2,3,0,N,N,N,3,N,Employed full-time,0.848,0.7624,1.0,0.5455,Y,Tier 1 - Thrived
L2021-10562,2021,3,3.40,Test Optional,,International,Parochial,N,$150K - $249K,8900,College of Arts & Sciences,Communication,,2,College of Arts & Sciences,Communication,2.55,2.67,0.12,Y,Y,Y,N,3,1,0,N,N,N,1,N,Graduate or professional school,0.468,0.5545,1.0,0.1818,N,Tier 3 - Solid
L2022-10563,2022,3,3.65,Test Optional,,West,Public,N,Not Reported,47500,School of Engineering,Chemical Engineering,,3,School of Engineering,Biomedical Engineering,2.76,3.03,0.27,Y,N,Y,N,0,1,0,N,N,N,1,Y,Employed full-time,0.612,0.703,0.6,0.1818,N,Tier 4 - Struggled
L2023-10564,2023,2,3.32,Submitted,1200,West,Home School,N,$150K - $249K,27500,School of Business,Marketing,,3,School of Business,Marketing,2.23,2.05,-0.18,Y,Y,Y,N,3,0,0,N,N,N,0,N,Employed full-time,0.22,0.2574,1.0,0.0,N,Tier 4 - Struggled
L2024-10565,2024,5,4.30,Submitted,1510,South,Public,N,$30K - $59K,25300,College of Arts & Sciences,Economics,,4,College of Arts & Sciences,Psychology,3.31,3.41,0.10,Y,Y,Y,N,0,2,0,N,N,N,3,N,Graduate or professional school,0.764,0.5347,1.0,0.3636,Y,Tier 2 - Strong
L2025-10566,2025,3,3.66,Submitted,1350,Midwest,Public,N,Under $30K,4000,College of Arts & Sciences,Communication,,2,College of Arts & Sciences,Communication,3.19,3.63,0.44,Y,Y,Y,N,0,2,0,N,Y,N,1,N,Employed full-time,0.852,0.8713,1.0,0.6364,Y,Tier 1 - Thrived
L2019-10567,2019,3,3.69,Submitted,1290,Mid-Atlantic,Parochial,N,$150K - $249K,55700,School of Nursing & Health,Nursing (BSN),,4,School of Nursing & Health,Nursing (BSN),3.52,3.82,0.30,Y,Y,Y,N,2,2,0,N,N,Y,2,N,Employed full-time,0.928,0.7327,1.0,0.3636,Y,Tier 1 - Thrived
L2020-10568,2020,2,3.35,Test Optional,,West,Charter,N,Under $30K,56700,School of Business,Marketing,,3,School of Business,Marketing,2.54,2.27,-0.27,Y,Y,Y,N,2,0,0,N,N,N,0,Y,Seeking,0.308,0.1683,1.0,0.0,N,Tier 4 - Struggled
L2021-10569,2021,2,3.41,Submitted,1200,New England,Private - Independent,N,$30K - $59K,12200,College of Arts & Sciences,Environmental Science,,3,College of Arts & Sciences,Chemistry,2.74,2.76,0.02,Y,Y,Y,N,0,0,0,N,N,N,1,Y,Graduate or professional school,0.504,0.4554,1.0,0.0,N,Tier 4 - Struggled
L2022-10570,2022,4,3.90,Test Optional,,New England,Public,Y,$100K - $149K,57700,College of Arts & Sciences,Communication,,2,College of Arts & Sciences,Communication,3.06,3.25,0.19,Y,Y,Y,N,0,1,0,N,N,N,3,N,Employed full-time,0.7,0.6238,1.0,0.1818,N,Tier 3 - Solid
L2023-10571,2023,3,3.83,Test Optional,,Midwest,Public,N,$150K - $249K,21000,College of Arts & Sciences,Biology,,2,College of Arts & Sciences,Biology,3.60,4.00,0.40,Y,Y,Y,N,2,4,0,N,Y,N,3,N,Employed full-time,1.0,0.8317,1.0,1.0,Y,Tier 1 - Thrived
L2024-10572,2024,4,3.97,Test Optional,,Mid-Atlantic,Public,N,Under $30K,52700,College of Arts & Sciences,Chemistry,,4,College of Arts & Sciences,Chemistry,3.50,4.00,0.50,Y,N,Y,N,0,2,0,N,N,Y,2,N,Employed full-time,1.0,0.9307,0.6,0.3636,Y,Tier 1 - Thrived
L2025-10573,2025,3,3.58,Submitted,1250,Mid-Atlantic,Public,N,$150K - $249K,39500,College of Arts & Sciences,Biology,,2,College of Arts & Sciences,Biology,3.06,3.33,0.27,Y,Y,Y,N,2,0,0,N,N,N,1,Y,Employed full-time,0.732,0.703,1.0,0.0,N,Tier 3 - Solid
L2019-10574,2019,4,3.92,Submitted,1390,South,Public,N,$150K - $249K,24700,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Chemistry,3.10,3.00,-0.10,Y,Y,Y,N,2,1,0,N,N,N,1,Y,Fellowship,0.6,0.3366,1.0,0.1818,N,Tier 4 - Struggled
L2020-10575,2020,2,3.46,Submitted,1200,West,International School,N,$60K - $99K,37700,College of Arts & Sciences,Neuroscience,Rowing,2,College of Arts & Sciences,Neuroscience,2.62,2.82,0.20,Y,Y,Y,N,0,0,4,N,Y,N,1,N,Seeking,0.528,0.6337,1.0,0.2727,N,Tier 3 - Solid
L2021-10576,2021,3,3.84,Submitted,1350,Midwest,Public,N,$30K - $59K,37900,School of Business,Management,,2,School of Business,Management,2.82,3.20,0.38,Y,Y,Y,N,0,1,0,N,Y,N,2,N,Graduate or professional school,0.68,0.8119,1.0,0.4545,Y,Tier 1 - Thrived
L2022-10577,2022,2,3.40,Test Optional,,South,Public,Y,$30K - $59K,61500,School of Nursing & Health,Health Administration,,5,School of Nursing & Health,Exercise Science,2.66,2.98,0.32,Y,Y,Y,N,0,3,0,N,N,N,2,N,Employed full-time,0.592,0.7525,1.0,0.5455,Y,Tier 1 - Thrived
L2023-10578,2023,3,3.65,Submitted,1340,Midwest,Public,N,$60K - $99K,5900,School of Nursing & Health,Nursing (BSN),,3,School of Nursing & Health,Nursing (BSN),3.34,3.65,0.31,Y,Y,Y,N,3,1,0,N,Y,Y,3,N,Employed full-time,0.86,0.7426,1.0,0.4545,Y,Tier 1 - Thrived
L2024-10579,2024,2,3.38,Submitted,1230,Mid-Atlantic,Public,N,$30K - $59K,12100,School of Engineering,Civil Engineering,,3,School of Engineering,Civil Engineering,2.93,3.15,0.22,N,N,N,N,2,0,0,N,N,N,0,N,Graduate or professional school,0.66,0.6535,0.15,0.0,N,Tier 4 - Struggled
L2025-10580,2025,2,3.45,Test Optional,,Mid-Atlantic,Private - Independent,N,Not Reported,34100,School of Engineering,Electrical Engineering,,4,School of Engineering,Electrical Engineering,2.04,1.97,-0.07,Y,N,Y,N,0,2,0,N,N,N,1,N,Employed full-time,0.188,0.3663,0.6,0.3636,N,Tier 4 - Struggled
L2019-10581,2019,4,3.83,Submitted,1360,Mid-Atlantic,Charter,N,$60K - $99K,43600,College of Arts & Sciences,Mathematics,,4,College of Arts & Sciences,Mathematics,2.76,2.83,0.07,Y,Y,Y,N,0,0,0,N,N,N,1,N,Employed full-time,0.532,0.505,1.0,0.0,N,Tier 4 - Struggled
L2020-10582,2020,2,3.47,Submitted,1230,South,Public,N,Under $30K,800,School of Engineering,Computer Science,,5,School of Engineering,Chemical Engineering,2.66,2.60,-0.06,Y,Y,Y,N,0,0,0,N,N,N,1,N,Graduate or professional school,0.44,0.3762,1.0,0.0,N,Tier 4 - Struggled
L2021-10583,2021,4,3.96,Test Optional,,South,Parochial,N,$60K - $99K,2800,School of Business,Business Analytics,,5,School of Business,Business Analytics,3.25,3.49,0.24,Y,Y,Y,N,0,1,0,N,N,N,2,N,Employed full-time,0.796,0.6733,1.0,0.1818,N,Tier 2 - Strong
L2022-10584,2022,3,3.75,Submitted,1320,West,Private - Independent,N,Under $30K,28700,School of Business,Business Analytics,,2,School of Business,Accounting,3.38,3.61,0.23,Y,Y,Y,N,0,2,0,N,N,N,0,N,Employed full-time,0.844,0.6634,1.0,0.3636,Y,Tier 1 - Thrived
L2023-10585,2023,4,3.84,Test Optional,,Midwest,Public,N,$150K - $249K,24500,College of Fine Arts,Studio Art,,4,College of Fine Arts,Music Performance,2.83,2.89,0.06,N,N,N,N,1,0,0,N,N,N,1,N,Employed full-time,0.556,0.495,0.15,0.0,N,Tier 4 - Struggled
L2024-10586,2024,5,4.05,Submitted,1520,Mid-Atlantic,Public,N,Under $30K,22200,College of Arts & Sciences,Sociology,,5,College of Arts & Sciences,Sociology,3.22,3.58,0.36,Y,Y,Y,N,3,1,0,N,N,N,2,N,Employed full-time,0.832,0.7921,1.0,0.1818,Y,Tier 2 - Strong
L2025-10587,2025,2,3.34,Submitted,1140,Mid-Atlantic,Charter,N,$60K - $99K,6700,School of Business,Business Analytics,,2,School of Business,Business Analytics,2.84,2.76,-0.08,Y,Y,Y,N,0,1,0,N,N,N,2,Y,Graduate or professional school,0.504,0.3564,1.0,0.1818,N,Tier 4 - Struggled
L2019-10588,2019,3,3.67,Submitted,1250,New England,Public,N,$30K - $59K,6400,School of Engineering,Electrical Engineering,,2,School of Engineering,Electrical Engineering,3.26,3.80,0.54,Y,Y,Y,N,0,1,0,N,N,Y,1,N,Fellowship,0.92,0.9703,1.0,0.1818,Y,Tier 1 - Thrived
L2020-10589,2020,4,3.92,Submitted,1290,West,Parochial,N,$30K - $59K,9900,School of Engineering,Biomedical Engineering,Men's Lacrosse,3,School of Engineering,Biomedical Engineering,3.30,3.45,0.15,Y,Y,Y,N,3,0,1,N,Y,N,0,N,Seeking,0.78,0.5842,1.0,0.2727,N,Tier 2 - Strong
L2021-10590,2021,2,3.49,Test Optional,,West,Public,N,$250K and above,30200,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Undeclared,2.73,2.84,0.11,N,N,N,N,0,2,0,N,N,N,1,Y,Employed full-time,0.536,0.5446,0.15,0.3636,N,Tier 4 - Struggled
L2022-10591,2022,4,4.02,Submitted,1410,Mid-Atlantic,Private - Independent,N,$100K - $149K,45700,College of Arts & Sciences,Neuroscience,,3,College of Arts & Sciences,Neuroscience,2.78,2.78,0.00,N,N,N,N,0,2,0,N,N,N,2,Y,Employed full-time,0.512,0.4356,0.15,0.3636,N,Tier 4 - Struggled
L2023-10592,2023,4,3.66,Submitted,1400,West,Public,N,$250K and above,31000,School of Engineering,Chemical Engineering,,4,School of Engineering,Chemical Engineering,3.52,3.69,0.17,Y,Y,Y,N,0,1,0,N,N,N,2,Y,Graduate or professional school,0.876,0.604,1.0,0.1818,Y,Tier 2 - Strong
L2024-10593,2024,4,3.92,Test Optional,,Mid-Atlantic,Private - Independent,Y,$30K - $59K,25200,School of Engineering,Biomedical Engineering,,3,School of Engineering,Biomedical Engineering,2.49,2.64,0.15,Y,Y,Y,N,2,0,0,N,N,N,0,Y,Graduate or professional school,0.456,0.5842,1.0,0.0,N,Tier 4 - Struggled
L2025-10594,2025,4,3.82,Test Optional,,Mid-Atlantic,Public,N,$100K - $149K,200,College of Arts & Sciences,Political Science,,3,College of Arts & Sciences,Political Science,3.54,3.66,0.12,Y,Y,Y,N,0,2,0,N,N,N,3,N,Employed full-time,0.864,0.5545,1.0,0.3636,Y,Tier 2 - Strong
L2019-10595,2019,3,3.71,Submitted,1300,South,Public,N,$150K - $249K,41700,School of Engineering,Computer Science,,2,School of Engineering,Electrical Engineering,2.91,3.33,0.42,Y,Y,Y,N,0,2,0,N,N,N,2,N,Unknown,0.732,0.8515,1.0,0.3636,Y,Tier 1 - Thrived
L2020-10596,2020,2,3.26,Submitted,1250,West,Charter,N,Under $30K,22600,School of Nursing & Health,Nursing (BSN),,2,School of Nursing & Health,Nursing (BSN),2.40,2.16,-0.24,Y,N,Y,N,0,0,0,N,N,N,0,N,Employed full-time,0.264,0.198,0.6,0.0,N,Tier 4 - Struggled
L2021-10597,2021,3,3.71,Submitted,1300,West,Public,N,$100K - $149K,32800,College of Fine Arts,Theatre,,3,College of Fine Arts,Theatre,3.78,4.00,0.22,Y,N,Y,N,1,1,0,N,N,Y,0,N,Employed full-time,1.0,0.6535,0.6,0.1818,N,Tier 3 - Solid
L2022-10598,2022,3,3.59,Submitted,1220,Mid-Atlantic,Public,N,$150K - $249K,27700,School of Engineering,Computer Science,Women's Soccer,2,School of Engineering,Biomedical Engineering,3.22,3.53,0.31,Y,Y,Y,N,0,2,4,N,N,N,2,Y,Graduate or professional school,0.812,0.7426,1.0,0.3636,Y,Tier 1 - Thrived
L2023-10599,2023,3,3.57,Submitted,1270,International,Public,N,$150K - $249K,32000,School of Nursing & Health,Nursing (BSN),,5,School of Nursing & Health,Nursing (BSN),3.06,2.98,-0.08,Y,Y,Y,Y,2,2,0,N,Y,N,1,N,Seeking,0.592,0.3564,0.85,0.6364,N,Tier 3 - Solid
